央视频道,#genre#
CCTV16,http://154.219.105.170:82/iptvYS5098.php?id=20016
CCTV17,http://154.219.105.170:82/iptvYS5098.php?id=20017

CCTV1,http://47.239.235.232:1777/ysws.php?id=CCTV1
CCTV2,http://47.239.235.232:1777/ysws.php?id=CCTV2
CCTV3,http://47.239.235.232:1777/ysws.php?id=CCTV3
CCTV4,http://47.239.235.232:1777/ysws.php?id=CCTV4
CCTV5,http://47.239.235.232:1777/ysws.php?id=CCTV5
CCTV5+,http://47.239.235.232:1777/ysws.php?id=CCTV5p
CCTV6,http://47.239.235.232:1777/ysws.php?id=CCTV6
CCTV7,http://47.239.235.232:1777/ysws.php?id=CCTV7
CCTV8,http://47.239.235.232:1777/ysws.php?id=CCTV8
CCTV9,http://47.239.235.232:1777/ysws.php?id=CCTV9
CCTV10,http://47.239.235.232:1777/ysws.php?id=CCTV10
CCTV11,http://47.239.235.232:1777/ysws.php?id=CCTV11
CCTV12,http://47.239.235.232:1777/ysws.php?id=CCTV12
CCTV13,http://47.239.235.232:1777/ysws.php?id=CCTV13
CCTV14,http://47.239.235.232:1777/ysws.php?id=CCTV14
CCTV15,http://47.239.235.232:1777/ysws.php?id=CCTV15
CCTV16,http://47.239.235.232:1777/ysws.php?id=CCTV16
CCTV17,http://47.239.235.232:1777/ysws.php?id=CCTV17

卫视频道,#genre#
广东卫视,http://154.219.105.170:82/iptvYS5098.php?id=20020
深圳卫视,http://154.219.105.170:82/iptvYS5098.php?id=20022
广西卫视,http://154.219.105.170:82/iptvYS5098.php?id=20036
海南卫视,http://154.219.105.170:82/iptvYS5098.php?id=20035
河南卫视,http://154.219.105.170:82/iptvYS5098.php?id=20043
湖北卫视,http://154.219.105.170:82/iptvYS5098.php?id=20032
湖南卫视,http://154.219.105.170:82/iptvYS5098.php?id=20031
北京卫视,http://154.219.105.170:82/iptvYS5098.php?id=20023
天津卫视,http://154.219.105.170:82/iptvYS5098.php?id=20037
河北卫视,http://154.219.105.170:82/iptvYS5098.php?id=20042
江西卫视,http://154.219.105.170:82/iptvYS5098.php?id=20041
内蒙古卫视,http://154.219.105.170:82/iptvYS5098.php?id=20050
辽宁卫视,http://154.219.105.170:82/iptvYS5098.php?id=20038
吉林卫视,http://154.219.105.170:82/iptvYS5098.php?id=20040
陕西卫视,http://154.219.105.170:82/iptvYS5098.php?id=20047
黑龙江卫视,http://154.219.105.170:82/iptvYS5098.php?id=20034
东方卫视,http://154.219.105.170:82/iptvYS5098.php?id=20025
江苏卫视,http://154.219.105.170:82/iptvYS5098.php?id=20024
浙江卫视,http://154.219.105.170:82/iptvYS5098.php?id=20033
安徽卫视,http://154.219.105.170:82/iptvYS5098.php?id=20039
山东卫视,http://154.219.105.170:82/iptvYS5098.php?id=20030
东南卫视,http://154.219.105.170:82/iptvYS5098.php?id=20026
山西卫视,http://154.219.105.170:82/iptvYS5098.php?id=20048
重庆卫视,http://154.219.105.170:82/iptvYS5098.php?id=20028
四川卫视,http://154.219.105.170:82/iptvYS5098.php?id=20029
贵州卫视,http://154.219.105.170:82/iptvYS5098.php?id=20044
云南卫视,http://154.219.105.170:82/iptvYS5098.php?id=20054
西藏卫视,http://154.219.105.170:82/iptvYS5098.php?id=20027
甘肃卫视,http://154.219.105.170:82/iptvYS5098.php?id=20045
青海卫视,http://154.219.105.170:82/iptvYS5098.php?id=20046
宁夏卫视,http://154.219.105.170:82/iptvYS5098.php?id=20049
新疆卫视,http://154.219.105.170:82/iptvYS5098.php?id=20021
兵团卫视,http://154.219.105.170:82/iptvYS5098.php?id=20051
三沙卫视,http://154.219.105.170:82/iptvYS5098.php?id=20055

广东卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=广东卫视
深圳卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=深圳卫视
广西卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=广西卫视
海南卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=海南卫视
河南卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=河南卫视
湖北卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=湖北卫视
湖南卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=湖南卫视
北京卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=北京卫视
天津卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=天津卫视
河北卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=河北卫视
江西卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=江西卫视
内蒙古卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=内蒙古卫视
辽宁卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=辽宁卫视
吉林卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=吉林卫视
陕西卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=陕西卫视
黑龙江卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=黑龙江卫视
东方卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=东方卫视
江苏卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=江苏卫视
浙江卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=浙江卫视
安徽卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=安徽卫视
山东卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=山东卫视
东南卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=东南卫视
山西卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=山西卫视
重庆卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=重庆卫视
四川卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=四川卫视
贵州卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=贵州卫视
云南卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=云南卫视
西藏卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=西藏卫视
甘肃卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=甘肃卫视
青海卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=青海卫视
宁夏卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=宁夏卫视
新疆卫视,http://223.111.150.99:2005/zhibo/ysws.php?id=新疆卫视

广东卫视,http://47.239.235.232:1777/ysws.php?id=广东卫视
深圳卫视,http://47.239.235.232:1777/ysws.php?id=深圳卫视
广西卫视,http://47.239.235.232:1777/ysws.php?id=广西卫视
海南卫视,http://47.239.235.232:1777/ysws.php?id=海南卫视
河南卫视,http://47.239.235.232:1777/ysws.php?id=河南卫视
湖北卫视,http://47.239.235.232:1777/ysws.php?id=湖北卫视
湖南卫视,http://47.239.235.232:1777/ysws.php?id=湖南卫视
北京卫视,http://47.239.235.232:1777/ysws.php?id=北京卫视
天津卫视,http://47.239.235.232:1777/ysws.php?id=天津卫视
河北卫视,http://47.239.235.232:1777/ysws.php?id=河北卫视
江西卫视,http://47.239.235.232:1777/ysws.php?id=江西卫视
内蒙古卫视,http://47.239.235.232:1777/ysws.php?id=内蒙古卫视
辽宁卫视,http://47.239.235.232:1777/ysws.php?id=辽宁卫视
吉林卫视,http://47.239.235.232:1777/ysws.php?id=吉林卫视
陕西卫视,http://47.239.235.232:1777/ysws.php?id=陕西卫视
黑龙江卫视,http://47.239.235.232:1777/ysws.php?id=黑龙江卫视
东方卫视,http://47.239.235.232:1777/ysws.php?id=东方卫视
江苏卫视,http://47.239.235.232:1777/ysws.php?id=江苏卫视
浙江卫视,http://47.239.235.232:1777/ysws.php?id=浙江卫视
安徽卫视,http://47.239.235.232:1777/ysws.php?id=安徽卫视
山东卫视,http://47.239.235.232:1777/ysws.php?id=山东卫视
东南卫视,http://47.239.235.232:1777/ysws.php?id=东南卫视
山西卫视,http://47.239.235.232:1777/ysws.php?id=山西卫视
重庆卫视,http://47.239.235.232:1777/ysws.php?id=重庆卫视
四川卫视,http://47.239.235.232:1777/ysws.php?id=四川卫视
贵州卫视,http://47.239.235.232:1777/ysws.php?id=贵州卫视
云南卫视,http://47.239.235.232:1777/ysws.php?id=云南卫视
西藏卫视,http://47.239.235.232:1777/ysws.php?id=西藏卫视
甘肃卫视,http://47.239.235.232:1777/ysws.php?id=甘肃卫视
青海卫视,http://47.239.235.232:1777/ysws.php?id=青海卫视
宁夏卫视,http://47.239.235.232:1777/ysws.php?id=宁夏卫视
新疆卫视,http://47.239.235.232:1777/ysws.php?id=新疆卫视

备用卫视,#genre#
北京卫视,http://23.237.228.134/live3/beijing.m3u8
东方卫视,http://23.237.228.134/live3/dongfang.m3u8
天津卫视,http://23.237.228.134/live8/tianjing.m3u8
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
黑龙江卫视,http://23.237.228.134/live6/heilongjiang.m3u8
吉林卫视,http://23.237.228.134/live8/jilin.m3u8
辽宁卫视,http://23.237.228.134/live8/liaoning.m3u8
内蒙古卫视,http://23.237.228.134/live8/neimenggu.m3u8
甘肃卫视,http://23.237.228.134/live8/gansu.m3u8
青海卫视,http://23.237.228.134/live8/qinghai.m3u8
陕西卫视,http://23.237.228.134/live8/shanxiws.m3u8
河北卫视,http://23.237.228.134/live8/hebei.m3u8
山西卫视,http://23.237.228.134/live8/shanxi.m3u8
山东卫视,http://23.237.228.134/live8/shandong.m3u8
安徽卫视,http://23.237.228.134/live8/anhui.m3u8
河南卫视,http://23.237.228.134/live6/henan.m3u8
湖北卫视,http://23.237.228.134/live6/hubei.m3u8
湖南卫视,http://23.237.228.134/live6/hunan.m3u8
江西卫视,http://23.237.228.134/live8/jiangxi.m3u8
江苏卫视,http://23.237.228.134/live3/jiangsu.m3u8
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8
东南卫视,http://23.237.228.134/live6/dongnan.m3u8
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8
广西卫视,http://23.237.228.134/live6/guangxi.m3u8
云南卫视,http://23.237.228.134/live8/yunnan.m3u8
贵州卫视,http://23.237.228.134/live6/guizhou.m3u8
四川卫视,http://23.237.228.134/live6/sichuan.m3u8
海南卫视,http://23.237.228.134/live6/hainan.m3u8
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
内蒙古卫视,http://tv.306111198.cn/内蒙古.php?id=nmws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
陕西卫视,http://tv.306111198.cn/陕西.php?id=1131
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
厦门卫视,
山西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sxiws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
云南卫视,http://tv.306111198.cn/云南.php?id=0871
西藏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=xzws
甘肃卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gsws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
宁夏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=nxws
新疆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=xjws
兵团卫视,http://li0668.306111198.cn:7408/mg.php?id=956923145

深圳卫视,http://tv.306111198.cn/深圳地区.php?channel=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86
深圳卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9zendzLm0zdTg=
海南卫视,http://183.214.172.18:2020/180000001001/00000001000000000052000000446859/main.m3u8?IASHttpSessionId=OTT
河南卫视,http://183.214.172.18:2020/180000001001/00000001000000000052000000446842/main.m3u8?IASHttpSessionId=OTT
湖北卫视,http://183.214.172.18:2020/180000001001/00000001000000001001000000000066/main.m3u8?IASHttpSessionId=OTT
湖北卫视,http://211.154.19.122:1323/migu720p.php?id=947472496
北京卫视,http://tv.306111198.cn/北京.php?id=bjws
北京卫视,http://go.bkpcp.top/mg/bjws
北京卫视,http://go.061899.xyz/mg/bjws
河北卫视,http://tv.306111198.cn/河北.php?id=hbws
河北卫视,http://go.bkpcp.top/mg/hbws
江西卫视,http://111.170.156.74:3344/%E6%A0%87%E6%B8%85%E5%8D%AB%E8%A7%86/xxqg.php?id=0621912339cf40109a945afafc3069e2
江西卫视,http://go.bkpcp.top/mg/jxws
江西卫视,http://go.061899.xyz/mg/jxws

内蒙古卫视,http://tv.306111198.cn/内蒙古.php?id=nmws 
内蒙古卫视,http://go.bkpcp.top/mg/nmgws

辽宁卫视,http://tvlist.top/jd/index.php?id=lnws&qt=183.224.122.114:8014
辽宁卫视,http://go.bkpcp.top/mg/lnws

吉林卫视,http://tv.306111198.cn/吉林.php?id=jlws 

陕西卫视,http://tv.306111198.cn/陕西.php?id=1131

东方卫视,http://tvlist.top/jd/index.php?id=dfws&qt=183.224.122.114:8014
东方卫视,http://211.154.19.122:1323/migu720p.php?id=651632648

江苏卫视,http://tv.306111198.cn/江苏.php?id=jsws

浙江卫视,http://tv.306111198.cn/浙江1.php?id=浙江卫视
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

山东卫视,http://tv.306111198.cn/山东闪电.php?id=sdws

山西卫视,http://tv.306111198.cn/山西加地方.php?id=q8RVWgs
山西卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9zeHdzLm0zdTg=
山西卫视,http://go.bkpcp.top/mg/sxiws

四川卫视,http://tv.306111198.cn/四川2.php?id=1

云南卫视,http://tv.306111198.cn/云南.php?id=0871
云南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL3lud3MubTN1OA==

西藏卫视,http://tv.306111198.cn/西藏.php?id=0
西藏卫视,http://go.bkpcp.top/mg/xzws

甘肃卫视,http://go.bkpcp.top/mg/gsws

青海卫视,http://211.154.19.122:1323/migu720p.php?id=947472506

宁夏卫视,http://go.bkpcp.top/mg/nxws
宁夏卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9saW54d3MubTN1OA==

新疆卫视,http://tv.306111198.cn/新疆.php?id=0991
新疆卫视,http://go.bkpcp.top/mg/xjws

广东地区,#genre#
广东珠江,http://154.219.105.170:82/iptvYS5098.php?id=20285
广东珠江,http://go.bkpcp.top/mg/gdzj
广东珠江,http://67.220.71.199:2347/livehttpplay?channel_id=20144
广东珠江,http://223.111.150.99:2005/awei.php?id=gdzj
广东珠江,http://gxyd.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东珠江,http://154.219.105.170:82/iptvYS5098.php?id=1872
广东珠江,http://rihou.cc:555/tv/[Cx]广东珠江
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东珠江,http://gx.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
广东珠江,http://119.123.78.56:8086/hls/47/index.m3u8
广东珠江,http://119.123.79.172:8086/hls/47/index.m3u8
广东珠江,http://119.123.178.220:8086/hls/47/index.m3u8
广东珠江,http://119.123.179.177:8086/hls/47/index.m3u8
广东珠江,http://119.123.179.86:8086/hls/47/index.m3u8
广东珠江,http://119.123.179.250:8086/hls/47/index.m3u8

广东体育,http://154.219.105.170:82/iptvYS5098.php?id=20286
广东体育,https://my5353.com/9018
广东体育,http://go.bkpcp.top/mg/gdty
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=12028
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=20130
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=30031
广东体育,http://223.111.150.99:2005/awei.php?id=gdty
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub
广东体育,http://154.219.105.170:82/iptvYS5098.php?id=1873
广东体育,http://223.111.150.99:2005/awei.php?id=gdty
广东体育,http://rihou.cc:555/tv/[AtI]广东体育
广东体育,http://rihou.cc:555/tv/[Cx]广东体育
广东体育,http://36.36.200.198:44330/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9saXZlMjkxNS5tM3U4


广东影视,http://go.bkpcp.top/mg/gdys
广东影视,http://222.128.55.152:9080/live/gdys.m3u8
广东影视,http://rihou.cc:555/tv/[AtI]广东影视
广东影视,http://91tv.top:8003/live1762.m3u8

广东新闻,http://go.bkpcp.top/mg/gdxw
广东新闻,http://rihou.cc:555/tv/[AtI]广东新闻
广东新闻,

广东民生,http://go.bkpcp.top/mg/gdms
广东民生,http://222.128.55.152:9080/live/gdms.m3u8
广东民生,http://rihou.cc:555/tv/[AtI]广东民生
广东民生,http://154.219.105.170:82/iptvYS5098.php?id=1877


大湾区卫视,http://rihou.cc:555/tv/[AtI]广东湾区
大湾区卫视,http://8.138.7.223/tv/dwq.m3u8
大湾区卫视,http://gx.484947.xyz/PLTV/77777777/224/3221225748/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
大湾区卫视,http://91tv.top:8003/neimenggu.m3u8
大湾区卫视,http://go.bkpcp.top/mg/dwqws

广东科教,

岭南戏曲,http://hello.ejoydom.com:9999/udp/239.77.0.122:5146
岭南戏曲,http://www.8888866.xyz:10000/udp/239.77.0.122:5146
岭南戏曲,http://18680131899.x3322.net:8188/hls/96/index.m3u8

汕头综合,http://hello.ejoydom.com:9999/udp/239.253.43.45:5146#http://www.8888866.xyz:10000/udp/239.253.43.45:5146#http://idc.zymok.cn:10000/udp/239.253.43.45:5146
汕头经济,http://www.8888866.xyz:10000/udp/239.253.43.46:5146
汕头文旅,

广东少儿,http://rihou.cc:555/tv/[AtI]广东少儿

嘉佳卡通,http://218.15.183.23:9901/tsfile/live/23043_1.m3u8

//广东荔枝网
荔枝珠江,http://111.170.156.74:3344/%E5%B9%BF%E4%B8%9C%E5%9C%B0%E6%96%B9/gdtv.php?id=44
荔枝珠江,http://tv.306111198.cn/广东荔枝网.php?id=2
荔枝新闻,http://tv.306111198.cn/广东荔枝网.php?id=3
荔枝民生,http://tv.306111198.cn/广东荔枝网.php?id=4
荔枝体育,http://tv.306111198.cn/广东荔枝网.php?id=5
荔枝卫视,http://tv.306111198.cn/广东荔枝网.php?id=6
荔枝卫视,http://tv.306111198.cn/广东荔枝网.php?id=7
荔枝影视,http://tv.306111198.cn/广东荔枝网.php?id=8
荔枝4K高清,http://tv.306111198.cn/广东荔枝网.php?id=9
荔枝少儿,http://tv.306111198.cn/广东荔枝网.php?id=10
荔枝卡通,http://tv.306111198.cn/广东荔枝网.php?id=11
荔枝岭南戏曲,http://tv.306111198.cn/广东荔枝网.php?id=13
荔枝现代教育,http://tv.306111198.cn/广东荔枝网.php?id=14
荔枝广东移动,http://tv.306111198.cn/广东荔枝网.php?id=15
荔枝广东台经典剧,http://tv.306111198.cn/广东荔枝网.php?id=16
荔枝GRTN健康频道,http://tv.306111198.cn/广东荔枝网.php?id=17
荔枝GRTN文化频道,http://tv.306111198.cn/广东荔枝网.php?id=18
荔枝GRTN生活频道,http://tv.306111198.cn/广东荔枝网.php?id=19

荔枝珠江,http://182.254.225.1/gz.php?id=gdzj 
荔枝体育,http://182.254.225.1/gz.php?id=gdty 
荔枝新闻,http://182.254.225.1/gz.php?id=gdxw 
荔枝民生,http://182.254.225.1/gz.php?id=gdms 
荔枝影视,http://182.254.225.1/gz.php?id=gdys 
荔枝大湾区卫视,http://182.254.225.1/gz.php?id=dwqws 
荔枝大湾区台,http://182.254.225.1/gz.php?id=dwqws 
荔枝大湾区台(海外版),http://182.254.225.1/gz.php?id=dwqws2 
荔枝4K超高清,http://182.254.225.1/gz.php?id=gd4k 
荔枝少儿,http://182.254.225.1/gz.php?id=gdse 
荔枝嘉佳卡通,http://182.254.225.1/gz.php?id=jjkt 
荔枝岭南戏曲,http://182.254.225.1/gz.php?id=lnxq 
荔枝经典剧,http://182.254.225.1/gz.php?id=gdjdj 
荔枝纪录片,http://182.254.225.1/gz.php?id=gdjlp 

番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
珠江电影,http://120.198.101.106:9901/tsfile/live/1049_1.m3u8?key=txiptv
南国都市,http://tp88.cn/IPTV/guangdong/gztv.php?id=shenghuo
汕尾新闻综合,https://iswtv.swrtv.com/live/xwzhpd.m3u8
汕尾文化生活,https://iswtv.swrtv.com/live/whshpd.m3u8
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=8152b32a47ed1a89337c109cff957169&txTime=195cd5988ad
广州影视,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=91b9e4ed208718f66ea39bfd167d3922&txTime=195cd5988ae
广州法治,https://tencentplaywebsite.gztv.com/live/fazhi.m3u8?txSecret=c12c3715d497cf17781b688dd2137b45&txTime=195cd5988ae
广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&amp;txSecret=7e4590b2320037d7ce49ce9eac2dd6c0
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e381ab098841a0badbf7e11f24143cf7&txTime=18e6ff43701
广州综合,http://tp88.cn/IPTV/guangdong/gztv.php?id=zhonghe
广州新闻,http://tp88.cn/IPTV/guangdong/gztv.php?id=xinwen
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d217bd6cf85c93e3b47b96504cd2dc1c&txTime=18e6ff29019
广州法治,http://tp88.cn/IPTV/guangdong/gztv.php?id=fazhi
广州法治,http://tencentplaygsm.gztv.com/live/fazhi.m3u8
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=c180b67d43e34b97c970524c05ef3b4e&txTime=18ee6e4efc1
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=d3dad1fd1a965ff59d3db3990b923267&txTime=18ee6e4efc1
广州综合频道,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
